month,equity,profit,profit_pct
2019-01,20000.0,,
2019-02,20000.0,0.0,0.0
2019-03,20577.74990945719,577.7499094571904,2.8887495472859515
2019-04,21862.296899464705,1284.546990007515,6.242407433560837
2019-05,21206.56981224101,-655.727087223695,-2.99935130438993
2019-06,21840.014019589038,633.4442073480277,2.987018706732969
2019-07,21717.899648323546,-122.11437126549208,-0.5591313776445506
2019-08,19574.402133571675,-2143.4975147518708,-9.86972750340216
2019-09,19892.075317572046,317.6731840003704,1.6229010818958
2019-10,25877.44621599371,5985.370898421665,30.089222983860164
2019-11,28849.53001397395,2972.083797980238,11.485228384489199
2019-12,32922.29707590822,4072.7670619342753,14.117273522173623
2020-01,42051.69246161863,9129.395385710406,27.730128808026233
2020-02,43734.047793011654,1682.3553313930242,4.000683998458654
2020-03,39463.3733714042,-4270.674421607451,-9.765102104932232
2020-04,50841.78125601141,11378.407884607208,28.832831338367516
2020-05,58714.98911876849,7873.207862757081,15.485704214633845
2020-06,67751.81130028807,9036.82218151958,15.390996944987801
2020-07,90815.41800301056,23063.606702722493,34.04131381890365
2020-08,116260.94483795759,25445.526834947028,28.018950299940816
2020-09,93877.78301965135,-22383.16181830624,-19.25252013864457
2020-10,86900.64425717972,-6977.13876247163,-7.432151184280855
2020-11,89195.24596349976,2294.6017063200416,2.6404887166650237
2020-12,101506.98491350641,12311.73895000665,13.803133582976868
2021-01,110468.96823567417,8961.983322167755,8.828932639270315
2021-02,105106.00210158036,-5362.966134093804,-4.854726372253671
2021-03,101356.92535452696,-3749.0767470534047,-3.5669482922869533
2021-04,106730.96303954787,5374.037685020914,5.302092250947399
2021-05,103881.60741559291,-2849.3556239549653,-2.669661682804425
2021-06,131814.11748779946,27932.510072206554,26.888792700770068
2021-07,132241.39022227033,427.2727344708692,0.3241479309000539
2021-08,143243.04501057928,11001.654788308952,8.319373208204684
2021-09,140456.4804920389,-2786.56451854037,-1.945340186209088
2021-10,202160.10899503386,61703.62850299495,43.93078075631571
2021-11,223913.67242111146,21753.5634260776,10.760561781558975
2021-12,190463.89208089758,-33449.78034021388,-14.938694890102699
2022-01,165609.89665378223,-24853.995427115355,-13.04919014075323
2022-02,155581.54446262942,-10028.352191152808,-6.055406345743752
2022-03,169305.60563064457,13724.061168015149,8.821136989877143
2022-04,142069.49254451165,-27236.113086132915,-16.086952930283328
2022-05,141710.99071324905,-358.50183126260526,-0.2523425859005446
2022-06,124069.78782478278,-17641.202888466272,-12.448718902941758
2022-07,140260.42644286394,16190.638618081168,13.049622234339875
2022-08,122885.56662530964,-17374.8598175543,-12.387570933724534
2022-09,108105.0237313694,-14780.542893940248,-12.027891720601813
2022-10,95007.1784144276,-13097.845316941792,-12.115852589319697
2022-11,100858.9418705854,5851.763456157802,6.1592855969598626
2022-12,92512.84157174506,-8346.100298840349,-8.275022664375598
2023-01,118447.37793138054,25934.536359635487,28.03344478347136
2023-02,154853.765604285,36406.38767290446,30.736339046690908
2023-03,172482.24934693117,17628.483742646175,11.383955484617791
2023-04,167252.23582761938,-5230.013519311789,-3.0322039161213232
2023-05,255848.79193749494,88596.55610987556,52.971821674891515
2023-06,307003.2147445207,51154.42280702578,19.994005998481732
2023-07,413852.1166681616,106848.90192364086,34.803838133277345
2023-08,343750.852664774,-70101.2640033876,-16.938723080060214
2023-09,288284.6649220622,-55466.1877427118,-16.135578228456772
2023-10,249595.610162111,-38689.05475995119,-13.4204345452821
2023-11,304837.49166066066,55241.88149854966,22.132553318013226
2023-12,349161.8953610613,44324.40370040067,14.540338676497754
2024-01,402209.542630325,53047.64726926369,15.192851217171954
2024-02,524027.9634849613,121818.4208546363,30.28730249858862
2024-03,505571.455849207,-18456.5076357543,-3.5220463261182333
2024-04,448939.84599125694,-56631.60985795007,-11.201504594998568
2024-05,477727.3547670867,28787.508775829745,6.4123309688109975
2024-06,536159.65868035,58432.30391326337,12.23130794797207
2024-07,545965.6245489661,9805.965868616011,1.8289264605903854
2024-08,489248.7849693499,-56716.83957961615,-10.388353593959533
2024-09,560622.2127353995,71373.42776604957,14.588370979913812
2024-10,537546.727200708,-23075.485534691485,-4.116049098750674
2024-11,667877.8991279956,130331.17192728759,24.24555212269479
2024-12,771246.3403600532,103368.44123205764,15.477146551341047
2025-01,663003.3531893649,-108242.98717068834,-14.034813717256089
2025-02,612525.9760262717,-50477.37716309319,-7.613442212663446
2025-03,570628.9766351843,-41896.99939108745,-6.840036346359035
2025-04,502888.3942218651,-67740.58241331915,-11.871213202800114
2025-05,581990.8846060039,79102.49038413877,15.729631324368999
2025-06,668188.7071724704,86197.82256646652,14.810854404501672
2025-07,803544.8472288136,135356.14005634317,20.257172652486254
2025-08,842012.4517974944,38467.604568680865,4.787238036724917
2025-09,1034451.1085553169,192438.6567578225,22.85460937626422
2025-10,975077.5058415198,-59373.602713797125,-5.73962386648863
