week,equity,profit,profit_pct
2024-W07,100000.0,,
2024-W08,100000.0,0.0,0.0
2024-W09,100000.0,0.0,0.0
2024-W10,100000.0,0.0,0.0
2024-W11,100000.0,0.0,0.0
2024-W12,100000.0,0.0,0.0
2024-W13,100000.0,0.0,0.0
2024-W14,100000.0,0.0,0.0
2024-W15,100000.0,0.0,0.0
2024-W16,100000.0,0.0,0.0
2024-W17,100000.0,0.0,0.0
2024-W18,100000.0,0.0,0.0
2024-W19,91736.75343458395,-8263.246565416048,-8.263246565416049
2024-W20,99098.64645164271,7361.8930170587555,8.025020225190783
2024-W21,108593.6461448798,9494.9996932371,9.58136163632708
2024-W22,111408.07594589377,2814.429801013961,2.591707619117134
2024-W23,119868.8977954833,8460.821849589527,7.59444212437399
2024-W24,122501.23357127978,2632.335775796484,2.1960123303108148
2024-W25,119775.95476901357,-2725.2788022662135,-2.2246949869941135
2024-W26,123325.36773465187,3549.412965638301,2.963376891867231
2024-W27,144986.82459169652,21661.456857044657,17.56447781583077
2024-W28,145408.8311205495,422.00652885297313,0.2910654330428919
2024-W29,132464.8428079953,-12943.988312554196,-8.901789673161687
2024-W30,115484.96370063108,-16979.87910736422,-12.818404300661236
2024-W31,98039.3876740416,-17445.57602658948,-15.106361440969263
2024-W32,98039.3876740416,0.0,0.0
2024-W33,99919.04280327205,1879.6551292304503,1.9172448684398935
2024-W34,99678.92144263018,-240.12136064187507,-0.24031591366887595
2024-W35,92787.82328487076,-6891.098157759421,-6.913295266467712
2024-W36,84749.22450438814,-8038.5987804826145,-8.663419935828287
2024-W37,91701.56312288954,6952.338618501395,8.203424466900477
2024-W38,97600.56687957884,5899.003756689301,6.4328279211380845
2024-W39,103460.95359555598,5860.386715977147,6.004459710984866
2024-W40,107811.4958707072,4350.542275151209,4.20500886948918
2024-W41,120647.4355550149,12835.939684307712,11.90591001510748
2024-W42,120397.10329661572,-250.33225839918305,-0.20749074130550493
2024-W43,117748.14134120886,-2648.961955406863,-2.200187448763413
2024-W44,97802.99685878193,-19945.144482426927,-16.93881895309938
2024-W45,126830.35960473793,29027.362745955994,29.679420547683932
2024-W46,122925.87571079086,-3904.4838939470646,-3.0785088886566614
2024-W47,132433.74521210717,9507.869501316309,7.734636378499826
2024-W48,128697.96019129788,-3735.785020809286,-2.820870930461128
2024-W49,150647.3967734176,21949.436582119713,17.0549995893438
2024-W50,165848.8903564,15201.493582982395,10.090777476789947
2024-W51,164713.5994419228,-1135.2909144771984,-0.6845333194798742
2024-W52,154581.27106042992,-10132.328381492873,-6.151482582994294
2025-W01,149427.49144871227,-5153.779611717648,-3.334025898715054
2025-W02,130476.25568827179,-18951.235760440482,-12.682563012138282
2025-W03,132359.83917872174,1883.5834904499497,1.4436216616685593
2025-W04,143301.03290832395,10941.193729602208,8.266248884473647
2025-W05,151230.41730882914,7929.384400505194,5.533375607681745
2025-W06,187817.32711811314,36586.909809284,24.19282473747957
2025-W07,202923.74120943923,15106.414091326093,8.0431418778663
2025-W08,169710.17738046992,-33213.563828969316,-16.367510095671523
2025-W09,163372.9913616642,-6337.186018805718,-3.734122559190134
2025-W10,163372.9913616642,0.0,0.0
2025-W11,163372.9913616642,0.0,0.0
2025-W12,163372.9913616642,0.0,0.0
2025-W13,144819.04167663114,-18553.94968503306,-11.35680355142642
2025-W14,144819.04167663114,0.0,0.0
2025-W15,132914.15805231925,-11904.883624311886,-8.220523686998638
2025-W16,134639.91982238728,1725.7617700680275,1.2984032667074485
2025-W17,167611.90142767763,32971.98160529035,24.489008645270992
2025-W18,174496.48927249154,6884.587844813912,4.107457636464162
2025-W19,175346.4537603446,849.9644878530526,0.48709546615905985
2025-W20,224903.31619460398,49556.86243425938,28.26225530742208
2025-W21,215192.9590768916,-9710.357117712381,-4.317569559227941
2025-W22,238934.50595817625,23741.546881284652,11.032678291672848
2025-W23,242642.08232819493,3707.57637001868,1.5517124055190568
2025-W24,243097.81763638573,455.7353081908077,0.1878220396964725
2025-W25,261942.53738535027,18844.719748964533,7.751908236852856
2025-W26,293496.7441865752,31554.206801224907,12.04623239745315
2025-W27,296925.9873067168,3429.2431201416184,1.1684092542987967
2025-W28,324751.71533069503,27825.72802397824,9.371267323676523
2025-W29,365065.77323110664,40314.0579004116,12.413809072373883
2025-W30,381455.1887659454,16389.415534838743,4.489441831202101
2025-W31,379415.0954469937,-2040.0933189516654,-0.5348186049196513
2025-W32,452505.53538121504,73090.43993422133,19.26397784677296
2025-W33,435136.488874782,-17369.04650643305,-3.8384163614264777
2025-W34,411907.4554667559,-23229.033408026095,-5.33833268455467
2025-W35,411143.2250472357,-764.2304195201723,-0.18553449552258794
2025-W36,441212.68820481224,30069.46315757651,7.313622437563416
2025-W37,511550.3736562154,70337.68545140314,15.941899979710517
2025-W38,554456.7618990339,42906.38824281853,8.387519675951506
2025-W39,546357.2762802137,-8099.485618820181,-1.4607966166882314
2025-W40,568132.0639843958,21774.78770418209,3.9854484692566583
2025-W41,540797.5459163942,-27334.518068001606,-4.811296492632455
2025-W42,548572.1450414091,7774.599125014851,1.4376173086807498
